번호;영어단어;테마;품사1;의미1;예시문1;품사2;의미2;예시문2;품사3;의미3;예시문3;새 테마
1451;originate;일상 및 여가 생활;동;유래하다;The concept of democracy originated in ancient Greece.;;;;;;;국제 및 지역
1452;flour;음식과 요리;명;밀가루;Whole wheat flour is rich in nutrients.;;;;;;;국제 및 지역
1453;manipulate;일상 및 여가 생활;동;조작하다, 잘 다루다;The magician deftly manipulated the deck of cards.;;;;;;;국제 및 지역
1454;experiment;과학과 기술;명;실험;Scientists conducted a series of experiments to test their hypothesis.;;;;;;;국제 및 지역
1455;patriot;일상 및 여가 생활;명;애국자;The patriot proudly waved the flag of his country.;;;;;;;국제 및 지역
1456;interchange;일상 및 여가 생활;동;교환하다;The students decided to interchange their books for the semester.;;;;;;;국제 및 지역
1457;intuitive;일상 및 여가 생활;형;직감에 의한, 직관력 있는;She has an intuitive understanding of people's emotions.;;;;;;;국제 및 지역
1458;garment;일상 및 여가 생활;명;의류;The fashion designer showcased her latest garment collection.;;;;;;;국제 및 지역
1459;spontaneous;일상 및 여가 생활;형;자발적인, 즉흥적인;The couple's spontaneous decision to go on a road trip led to unforgettable memories.;;;;;;;국제 및 지역
1460;vertical;일상 및 여가 생활;형;수직의, 세로의;The skyscraper's vertical design stood out in the city skyline.;;;;;;;국제 및 지역
1461;testify;정치, 법률 및 사회;동;증언하다, 증명하다;The witness was called to testify in court.;;;;;;;국제 및 지역
1462;mentor;일상 및 여가 생활;명;조언자;The young entrepreneur sought guidance from an experienced mentor.;;;;;;;국제 및 지역
1463;vivid;문화와 예술;형;생생한, 선명한;The artist used vivid colors to capture the beauty of the sunset.;;;;;;;국제 및 지역
1464;pasture;일상 및 여가 생활;명;초원;The shepherd led his flock to graze in the lush pasture.;;;;;;;국제 및 지역
1465;crust;일상 및 여가 생활;명;(빵, 파이의)껍질, 딱딱한 표면;The baker brushed the crust of the bread with melted butter.;;;;;;;국제 및 지역
1466;comprehend;일상 및 여가 생활;동;이해하다, 파악하다;It took her a while to comprehend the complexity of the scientific theory.;;;;;;;국제 및 지역
1467;plunge;일상 및 여가 생활;동;뛰어들다, 급락하다;The stock market experienced a sudden plunge due to economic uncertainty.;;;;;;;국제 및 지역
1468;nasty;정치, 법률 및 사회;형;더러운, 비열한;The politician resorted to nasty tactics during the election campaign.;;;;;;;국제 및 지역
1469;appreciate;일상 및 여가 생활;동;진가를 알아보다, 고맙게 여기다, 감상하다;I deeply appreciate your kindness and support during this difficult time.;;;;;;;국제 및 지역
1470;emigrate;일상 및 여가 생활;동;이민을 가다;Many families chose to emigrate to escape the war-torn country.;;;;;;;국제 및 지역
1471;deed;일상 및 여가 생활;명;행동, 공적;His selfless deeds earned him the admiration of the community.;;;;;;;국제 및 지역
1472;skinny;일상 및 여가 생활;형;깡마른, 옷이 몸에 딱 붙는;Despite his skinny frame he was surprisingly strong.;;;;;;;국제 및 지역
1473;grill;일상 및 여가 생활;명;그릴, 석쇠;The chef cooked the steak on the grill to perfection.;;;;;;;국제 및 지역
1474;canal;일상 및 여가 생활;명;운하, 수로;The canal served as an important waterway for transportation.;;;;;;;국제 및 지역
1475;curse;음식과 요리;명;저주;She muttered a curse under her breath as she stubbed her toe.;;;;;;;국제 및 지역
1476;adverse;음식과 요리;형;불리한, 반대의;The adverse weather conditions forced the cancellation of the outdoor event.;;;;;;;국제 및 지역
1477;censorship;정치, 법률 및 사회;명;검열관;The government imposed strict censorship on the media.;;;;;;;국제 및 지역
1478;forehead;음식과 요리;명;이마;She wiped the sweat off her forehead with the back of her hand.;;;;;;;국제 및 지역
1479;appetite;일상 및 여가 생활;명;식욕, 욕망;The aroma of freshly baked bread whetted her appetite.;;;;;;;국제 및 지역
1480;flaw;정치, 법률 및 사회;명;결함, 결점;Despite its flaws the antique vase had a certain charm.;;;;;;;국제 및 지역
1481;outgoing;일상 및 여가 생활;형;외향적인, 사교적인;Her outgoing personality made her popular among her peers.;;;;;;;국제 및 지역
1482;verbal;일상 및 여가 생활;형;말의, 구두의;His verbal skills were unmatched in the debate competition.;;;;;;;국제 및 지역
1483;liberate;일상 및 여가 생활;동;해방시키다;The activist fought tirelessly to liberate oppressed communities.;;;;;;;국제 및 지역
1484;segregation;일상 및 여가 생활;명;인종 차별, 차별정책, 분리;The civil rights movement aimed to end racial segregation in schools.;;;;;;;국제 및 지역
1485;advance;일상 및 여가 생활;명;전진하다, 진보하다;The army made steady advances against the enemy's defenses.;;;;;;;국제 및 지역
1486;contemplate;일상 및 여가 생활;동;~을 숙고하다, 심사숙고하다, 고려하다, 응시하다;She sat quietly by the window, lost in thought as she contemplated her future.;;;;;;;국제 및 지역
1487;underlying;일상 및 여가 생활;형;기초를 이루는, 근본적인, 밑에 있는;The underlying causes of the economic crisis were complex and multifaceted.;;;;;;;국제 및 지역
1488;academic;일상 및 여가 생활;형;학문적인, 학구적인;Her academic achievements earned her a scholarship to the prestigious university.;;;;;;;국제 및 지역
1489;stem;일상 및 여가 생활;명;줄기;The stem of the flower was slender and delicate.;동;생기다, 일어나다;Efforts to stem the tide of corruption were met with resistance.;;;;일상 생활
1490;irrigation;일상 및 여가 생활;명;관개;The irrigation system ensured that the crops received enough water during the dry season.;;;;;;;국제 및 지역
1491;artisan;문화와 예술;명;장인;The artisan crafted each piece of furniture with meticulous attention to detail.;;;;;;;국제 및 지역
1492;endorse;일상 및 여가 생활;동;지지하다, 승인하다;The celebrity endorsed the new perfume leading to a surge in sales.;;;;;;;국제 및 지역
1493;pedestrian;일상 및 여가 생활;명;보행자;The pedestrian crossed the street at the designated crosswalk.;;;;;;;국제 및 지역
1494;commute;일상 및 여가 생활;동;통근하다, 왕복하다;She commutes to work by train every day.;;;;;;;국제 및 지역
1495;deprive;일상 및 여가 생활;동;빼앗다, 박탈하다;The war deprived many families of their homes and livelihoods.;;;;;;;국제 및 지역
1496;renaissance;음식과 요리;명;르네상스;The Renaissance was a period of great cultural and artistic flourishing in Europe.;;;;;;;국제 및 지역
1497;auditory;일상 및 여가 생활;형;청각의;The auditory system is responsible for processing sound information.;;;;;;;국제 및 지역
1498;orchard;일상 및 여가 생활;명;과수원;The orchard was filled with apple trees laden with ripe fruit.;;;;;;;국제 및 지역
1499;curriculum;일상 및 여가 생활;명;교육과정;The school's curriculum includes a wide range of subjects.;;;;;;;국제 및 지역
1500;clergy;일상 및 여가 생활;명;성직자;The clergy presided over the religious ceremony.;;;;;;;국제 및 지역
1501;allege;일상 및 여가 생활;동;주장하다, 혐의를 제기하다;The prosecution alleged that the defendant had committed the crime.;;;;;;;국제 및 지역
1502;postpone;일상 및 여가 생활;동;연기하다;The meeting was postponed until next week due to scheduling conflicts.;;;;;;;국제 및 지역
1503;distract;일상 및 여가 생활;동;산만하게 하다, 주의를 딴 데로 돌리다;The noise outside distracted her from her work.;;;;;;;국제 및 지역
1504;utilize;과학과 기술;동;활용하다, 이용하다;The company utilized advanced technology to improve efficiency.;;;;;;;국제 및 지역
1505;substitute;음식과 요리;명;대체물, 대리인;She used applesauce as a substitute for eggs in the recipe.;;;;;;;국제 및 지역
1506;feat;음식과 요리;명;위업, 공적;Climbing Mount Everest is a remarkable feat of human endurance.;;;;;;;국제 및 지역
1507;petition;문화와 예술;명;청원서;She started a petition to protest against the construction of the new highway.;;;;;;;국제 및 지역
1508;manifest;음식과 요리;동;나타내다, 명백히 보이다;His nervousness manifested in sweaty palms and a shaky voice.;;;;;;;국제 및 지역
1509;exploit;일상 및 여가 생활;동;이용하다, 착취하다;The company was accused of exploiting its workers by paying them low wages.;;;;;;;국제 및 지역
1510;terrain;일상 및 여가 생활;명;지형;The rugged terrain made hiking in the mountains challenging.;;;;;;;국제 및 지역
1511;alliance;일상 및 여가 생활;명;동맹, 연합;The two countries formed a strategic alliance to combat terrorism.;;;;;;;국제 및 지역
1512;subsidy;정치, 법률 및 사회;명;보조금;The government provided subsidies to farmers to support agricultural production.;;;;;;;국제 및 지역
1513;embody;일상 및 여가 생활;동;구현하다, 몸소 나타내다;The sculpture seemed to embody the spirit of freedom and resilience.;;;;;;;국제 및 지역
1514;perpetual;일상 및 여가 생활;형;영원한, 끊임없는;The perpetual motion of the waves was mesmerizing to watch.;;;;;;;국제 및 지역
1515;intrigue;일상 및 여가 생활;명;음모, 미스터리한 일;The novel was filled with mystery and political intrigue.;;;;;;;국제 및 지역
1516;condemn;일상 및 여가 생활;동;비난하다, 욕하다;The international community condemned the use of chemical weapons in the conflict.;;;;;;;국제 및 지역
1517;concede;일상 및 여가 생활;동;인정하다, 양보하다;After hours of negotiation, they finally conceded to the terms of the agreement.;;;;;;;국제 및 지역
1518;exquisite;일상 및 여가 생활;형;정교한, 아주 아름다운;The exquisite craftsmanship of the antique vase was evident in every detail.;;;;;;;국제 및 지역
1519;temperament;일상 및 여가 생활;명;성격;Her cheerful temperament brightened up the room.;;;;;;;국제 및 지역
1520;corrupt;일상 및 여가 생활;동;부패시키다, 타락시키다;The politician was accused of using his power to corrupt the judicial system.;;;;;;;국제 및 지역
1521;erect;일상 및 여가 생활;동;건설하다, 세우다;The workers were busy erecting scaffolding around the building.;;;;;;;국제 및 지역
1522;recede;일상 및 여가 생활;동;물러나다, 줄어들다;The floodwaters began to recede as the rain stopped.;;;;;;;국제 및 지역
1523;asylum;일상 및 여가 생활;명;망명, 보호;The refugee sought asylum in a neighboring country to escape persecution.;;;;;;;국제 및 지역
1524;drought;일상 및 여가 생활;명;가뭄;The drought devastated crops and caused water shortages in the region.;;;;;;;국제 및 지역
1525;glacier;일상 및 여가 생활;명;빙하;The glacier slowly carved its way through the rugged landscape.;;;;;;;국제 및 지역
1526;suppress;정치, 법률 및 사회;동;억제하다, 진압하다;The government attempted to suppress dissent by censoring the media.;;;;;;;국제 및 지역
1527;feasible;기타;형;실행 가능한, 가능성 있는;The proposed project is economically feasible and environmentally sustainable.;;;;;;;국제 및 지역
1528;apparel;일상 및 여가 생활;명;의류;The fashion designer showcased his latest apparel collection on the runway.;;;;;;;국제 및 지역
